Square Footage,County,Agency Name
2003,Fulton,Department of Corrections
560,Fulton,Department of Corrections
3060,Fulton,Department of Corrections
2805,Fulton,Department of Corrections
560,Fulton,Department of Corrections
560,Fulton,Department of Corrections
240,Fulton,Department of Corrections
2500,Fulton,Department of Corrections
560,Fulton,Department of Corrections
364,Fulton,Department of Corrections
49275,Fulton,Department of Corrections
1300,Fulton,Department of Corrections
13000,Morgan,Department of Corrections
13000,Morgan,Department of Corrections
13000,Morgan,Department of Corrections
13000,Morgan,Department of Corrections
13000,Morgan,Department of Corrections
7200,Morgan,Department of Corrections
22661,Morgan,Department of Corrections
8288,Morgan,Department of Corrections
14400,Morgan,Department of Corrections
16000,Morgan,Department of Corrections
9600,Morgan,Department of Corrections
12000,Morgan,Department of Corrections
45,Morgan,Department of Corrections
432,Morgan,Department of Corrections
432,Morgan,Department of Corrections
432,Morgan,Department of Corrections
432,Morgan,Department of Corrections
432,Morgan,Department of Corrections
160,Morgan,Department of Corrections
180,Morgan,Department of Corrections
6000,Morgan,Department of Corrections
170,Morgan,Department of Corrections
144,Morgan,Department of Corrections
3456,Morgan,Department of Corrections
280,Morgan,Department of Corrections
2240,Morgan,Department of Corrections
360,Morgan,Department of Corrections
12309,Crawford,Department of Corrections
25962,Crawford,Department of Corrections
9456,Crawford,Department of Corrections
13266,Crawford,Department of Corrections
13266,Crawford,Department of Corrections
13266,Crawford,Department of Corrections
13266,Crawford,Department of Corrections
13266,Crawford,Department of Corrections
13266,Crawford,Department of Corrections
21922,Crawford,Department of Corrections
9211,Crawford,Department of Corrections
14661,Crawford,Department of Corrections
12978,Crawford,Department of Corrections
12417,Crawford,Department of Corrections
273,Crawford,Department of Corrections
164,Crawford,Department of Corrections
164,Crawford,Department of Corrections
164,Crawford,Department of Corrections
164,Crawford,Department of Corrections
164,Crawford,Department of Corrections
0,Crawford,Department of Corrections
214,Crawford,Department of Corrections
1184,Crawford,Department of Corrections
128,Crawford,Department of Corrections
60,Crawford,Department of Corrections
49275,Jefferson,Department of Corrections
49275,Jefferson,Department of Corrections
49275,Jefferson,Department of Corrections
49275,Jefferson,Department of Corrections
2000,Jefferson,Department of Corrections
56551,Jefferson,Department of Corrections
53392,Jefferson,Department of Corrections
63250,Jefferson,Department of Corrections
2805,Jefferson,Department of Corrections
7000,Jefferson,Department of Corrections
144,Jefferson,Department of Corrections
144,Jefferson,Department of Corrections
144,Jefferson,Department of Corrections
144,Jefferson,Department of Corrections
144,Jefferson,Department of Corrections
1836,Jefferson,Department of Corrections
276,Jefferson,Department of Corrections
560,Jefferson,Department of Corrections
560,Jefferson,Department of Corrections
560,Jefferson,Department of Corrections
3060,Jefferson,Department of Corrections
160,Jefferson,Department of Corrections
0,Jefferson,Department of Corrections
25,Jefferson,Department of Corrections
13689,Perry,Department of Corrections
15089,Perry,Department of Corrections
13266,Perry,Department of Corrections
1152,Perry,Department of Corrections
58900,Jackson,Department of Juvenile Justice
1440,Jackson,Department of Juvenile Justice
1536,Jackson,Department of Juvenile Justice
864,Jackson,Department of Juvenile Justice
13000,Logan,Department of Corrections
13000,Logan,Department of Corrections
13000,Logan,Department of Corrections
13000,Logan,Department of Corrections
13000,Logan,Department of Corrections
7200,Logan,Department of Corrections
22661,Logan,Department of Corrections
8288,Logan,Department of Corrections
14400,Logan,Department of Corrections
16000,Logan,Department of Corrections
9000,Logan,Department of Corrections
420,Logan,Department of Corrections
420,Logan,Department of Corrections
420,Logan,Department of Corrections
420,Logan,Department of Corrections
420,Logan,Department of Corrections
45,Logan,Department of Corrections
12000,Logan,Department of Corrections
3600,Logan,Department of Corrections
2310,Logan,Department of Corrections
400,Logan,Department of Corrections
160,Logan,Department of Corrections
1600,Logan,Department of Corrections
1200,Logan,Department of Corrections
2160,Logan,Department of Corrections
228,Logan,Department of Corrections
36,Logan,Department of Corrections
49275,Perry,Department of Corrections
49275,Perry,Department of Corrections
49275,Perry,Department of Corrections
49275,Perry,Department of Corrections
58550,Perry,Department of Corrections
55197,Perry,Department of Corrections
63250,Perry,Department of Corrections
0,Perry,Department of Corrections
8000,Perry,Department of Corrections
225,Perry,Department of Corrections
169,Perry,Department of Corrections
169,Perry,Department of Corrections
169,Perry,Department of Corrections
169,Perry,Department of Corrections
169,Perry,Department of Corrections
560,Perry,Department of Corrections
560,Perry,Department of Corrections
560,Perry,Department of Corrections
1836,Perry,Department of Corrections
1571,Perry,Department of Corrections
204,Perry,Department of Corrections
49275,Perry,Department of Corrections
2000,Perry,Department of Corrections
144,Perry,Department of Corrections
13775,Alexander,Department of Corrections
13266,Alexander,Department of Corrections
12775,Alexander,Department of Corrections
7500,Alexander,Department of Corrections
59419,Alexander,Department of Corrections
51369,Alexander,Department of Corrections
215,Alexander,Department of Corrections
5188,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
19894,Alexander,Department of Corrections
7563,Alexander,Department of Corrections
7563,Alexander,Department of Corrections
100,Alexander,Department of Corrections
144,Alexander,Department of Corrections
42994,Knox,Department of Corrections
42994,Knox,Department of Corrections
42994,Knox,Department of Corrections
60011,Knox,Department of Corrections
54218,Knox,Department of Corrections
64032,Knox,Department of Corrections
20200,Knox,Department of Corrections
7000,Knox,Department of Corrections
1455,Knox,Department of Corrections
161,Knox,Department of Corrections
161,Knox,Department of Corrections
161,Knox,Department of Corrections
161,Knox,Department of Corrections
161,Knox,Department of Corrections
1745,Knox,Department of Corrections
33258,Knox,Department of Corrections
3451,Knox,Department of Corrections
560,Knox,Department of Corrections
560,Knox,Department of Corrections
560,Knox,Department of Corrections
198,Knox,Department of Corrections
861,Knox,Department of Corrections
254,Knox,Department of Corrections
560,Knox,Department of Corrections
560,Knox,Department of Corrections
2160,Knox,Department of Corrections
7200,Knox,Department of Corrections
2400,Knox,Department of Corrections
2221,Lawrence,Department of Corrections
41469,Lawrence,Department of Corrections
74485,Lawrence,Department of Corrections
15764,Lawrence,Department of Corrections
34068,Lawrence,Department of Corrections
2535,Lawrence,Department of Corrections
2535,Lawrence,Department of Corrections
308,Lawrence,Department of Corrections
16694,Lawrence,Department of Corrections
10526,Lawrence,Department of Corrections
6064,Lawrence,Department of Corrections
160,Lawrence,Department of Corrections
160,Lawrence,Department of Corrections
160,Lawrence,Department of Corrections
160,Lawrence,Department of Corrections
160,Lawrence,Department of Corrections
145,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
2805,Lawrence,Department of Corrections
30142,Lawrence,Department of Corrections
332000,Kane,Illinois Board of Higher Education
29836,Kane,Illinois Board of Higher Education
29836,Kane,Illinois Board of Higher Education
29836,Kane,Illinois Board of Higher Education
29836,Kane,Illinois Board of Higher Education
29836,Kane,Illinois Board of Higher Education
29836,Kane,Illinois Board of Higher Education
29836,Kane,Illinois Board of Higher Education
2500,Kane,Illinois Board of Higher Education
2464,Kane,Illinois Board of Higher Education
30991,Cook,Department of Transportation
2704,Cook,Department of Transportation
17400,Cook,Department of Transportation
3200,Cook,Department of Transportation
400,Cook,Department of Transportation
14256,Cook,Department of Transportation
63,Cook,Department of Transportation
10800,Cook,Department of Transportation
25,Cook,Department of Transportation
9360,Cook,Department of Transportation
25,Cook,Department of Transportation
19840,Cook,Department of Transportation
21012,Cook,Department of Transportation
4500,Cook,Department of Transportation
4220,Cook,Department of Transportation
25,Cook,Department of Transportation
19692,Cook,Department of Transportation
1728,Cook,Department of Transportation
15840,Cook,Department of Transportation
7676,Cook,Department of Transportation
19296,Cook,Department of Transportation
7056,Cook,Department of Transportation
1299,Cook,Department of Transportation
1275,Cook,Department of Transportation
8064,Cook,Department of Transportation
7850,Cook,Department of Transportation
25,Cook,Department of Transportation
14400,Kane,Department of Transportation
10560,Kane,Department of Transportation
240,Will,Department of Transportation
240,Will,Department of Transportation
5280,Will,Department of Transportation
450,Will,Department of Transportation
450,Will,Department of Transportation
3392,Rock Island,Department of Transportation
450,Will,Department of Transportation
